name,openalex_id,works_count,cited_by_count,last_known_institution
S. Piyasawatwong,A5092212416,1,3,Thammasat University
Napasorn Na-nan,A5092218053,1,6,Thammasat University
Poompachara Punsawat,A5092220881,1,11,Thammasat University
Charinya Yutisayanuwat,A5092220882,1,11,Thammasat University
Yosakorn Tongtan,A5092220883,1,11,Thammasat University
Jarunchai Srisawat,A5092241914,1,3,Thammasat University
Chichaya Nithisatienchai,A5092260287,1,3,Thammasat University
Natthawarang Udomlap,A5092260288,1,3,Thammasat University
Suchanat Mangkhangcharoen,A5092318771,1,4,Thammasat University
Somchart Chantasiriwan,A5092324680,1,0,Thammasat University
Wichai Subtaweewasin,A5092343887,1,3,Thammasat University
Tanakorn Into,A5092372049,1,1,Thammasat University
Nuttawuth Mekritthikrai,A5092375033,1,0,Thammasat University
Busaba Phurksaphanrat,A5092379113,1,9,Thammasat University
Punyanut Traiyatha,A5092388399,1,2,Thammasat University
Pisit Suksuphan,A5092446277,1,51,Thammasat University
Vachirawit Adulroj,A5092448395,1,0,Chiang Mai University
P Oncha-ek,A5092453970,1,1,Thammasat University
C Prasongsil,A5092453971,1,1,Thammasat University
N Saitong,A5092453972,1,1,Thammasat University
W Saimala,A5092453973,1,1,Thammasat University
Aphisit Nilmat,A5092471939,1,6,Thammasat University
Warisa Thaweekul,A5092473111,1,1,Thammasat University
Suparerk Oonchit,A5092478546,1,1,Thammasat University
Krittin Chumsawat,A5092481628,1,0,Thammasat University
Phornkanok Chairuangsri,A5092483927,1,8,Thammasat University
Thanapong Sommart,A5092494827,1,0,Thammasat University
Vanisara Tuektaewskul,A5092494828,1,0,Thammasat University
Anawin Bunyuen,A5092509583,1,3,Thammasat University
Pornthep Dechphol,A5092509584,1,3,Thammasat University
Aphinya CHUIDUANG,A5092536732,1,4,Thammasat University
Nuwantha Lasitha Sampath Uduwage-Don,A5092560884,1,2,Thammasat University
Kotchaporn Thadsoongnoen,A5092561297,1,4,Thammasat University
Tanyapat Chaiseri,A5092567931,1,0,Thammasat University
Nawinda Klumsombut,A5092567932,1,0,Thammasat University
Patlapa Nakkiew,A5092575970,1,9,Thammasat University
Tanatat Kunaneksin,A5092575971,1,9,Thammasat University
Nipawadee Sukree,A5092580834,1,10,Thammasat University
Yositha Kasemnitichok,A5092617190,1,4,Thammasat University
Narongsak Moolkaew,A5092624176,1,0,Thammasat University
Theerapat Wiwattanapornpanit,A5092624177,1,0,Thammasat University
Thanyathon Saengsena,A5092624178,1,0,Thammasat University
Tanakrit Jaichuen,A5092624208,1,4,Thammasat University
Pichai Wongapinya,A5092624209,1,4,Thammasat University
Thiti Chuenbubpha,A5092624210,1,2,Thammasat University
Sorralak Wongseree,A5092635123,1,0,Thammasat University
Pavinee Pornsalnuwat Tanariyakul,A5092635124,1,0,Thammasat University
Easra Disorntetiwat,A5092638914,1,0,Thammasat University
Bunnapub Visartsakul,A5092643925,1,18,Thammasat University
Nichakorn Thumpaiboon,A5092648266,1,1,Thammasat University
Wilasinee Phuangsri,A5092648267,1,1,Thammasat University
Wichaya Sirisom,A5092649684,1,5,Thammasat University
Chalita Mungsuk,A5092653208,1,13,Thammasat University
Jidapa Chalanburitham,A5092675804,1,0,Thammasat University
Kettawa Upachit,A5092675805,1,0,Thammasat University
Supakit Worakitjaroenphon,A5092690208,1,25,Thammasat University
Kanussamon Chookamnerd,A5092690209,1,25,Thammasat University
Tararat Lertwarapornpong,A5092695231,1,10,Thammasat University
Issarapong Penphumaphuang,A5092707947,1,1,Thammasat University
Prasit Mahawongkhajit,A5092707948,1,1,Thammasat University
Alysha Sukkee,A5092711902,1,4,Thammasat University
Nannita Stephannie Hardy,A5092711903,1,4,Thammasat University
P. Kongmun,A5092723869,1,2,Thammasat University
Pattaranit Amphonritthisak,A5092738287,1,0,Thammasat University
วัจนา เสริมสาธนสวัสดิ์,A5092754735,1,0,Thammasat University
Likittanawong Supawat,A5092771619,1,2,Thammasat University
Chuttida Thaihuttakij,A5092774123,1,35,Thammasat University
Jutamas Kamaisoom,A5092794773,1,2,Thammasat University
Atikarn Rungteerabandit,A5092794774,1,2,Thammasat University
Natakorn Kornworakarn,A5092794895,1,0,Thammasat University
Adisa Jarubenjaluk,A5092798637,1,1,Thammasat University
Pannapha Kullattanapratep,A5092798638,1,1,Thammasat University
Apinporn Pornpipattanasiri,A5092798639,1,1,Thammasat University
Thanika HUTAKAMOL,A5092816386,1,6,Thammasat University
Sinuntorn SRIJANAND,A5092816387,1,6,Thammasat University
Thankamol SOMRUS,A5092816388,1,6,Thammasat University
Paiboon Sreearunothaia,A5092824010,1,1,Thammasat University
Kanogkan Injun,A5092832059,1,6,Thammasat University
Srisuda A-sachart,A5092832060,1,6,Thammasat University
Kanyaporn Praphanwong,A5092836587,1,12,Thammasat University
Arunocha Taiphol,A5092836588,1,12,Thammasat University
Nantikarn SimmaSeangyaporn,A5092873708,1,0,Thammasat University
Meen Chantrawutikorn,A5092878567,1,4,Thammasat University
Shinya Akutagawa,A5092885193,1,0,Youth Development
Araya Santitrakulvech,A5092885495,1,0,Thammasat University
Mohd Faheem,A5092938176,1,0,Thammasat University
Naipaporn Tipmanee,A5092938530,1,1,Thammasat University
Supakiet Waiphinit,A5092957322,1,0,Thammasat University
Wiraporn Rosmode,A5092957323,1,0,Thammasat University
Chanida Chuektong,A5092961516,1,1,Thammasat University
Bamisaye Mayowa,A5092966365,1,4,Thammasat University
Pakkapon Kanjanavithayakul,A5092980018,1,0,Thammasat University
Jitpanu Jirapitakkul,A5092985641,1,1,Thammasat University
Pontip Paoin,A5092988313,1,4,Thammasat University
Titchayakorn Niumpradit,A5092988314,1,4,Thammasat University
Kavisara SURANGKULWATTANA,A5093011476,1,3,Thammasat University
Kawisara Siwarak,A5093027628,1,7,Thammasat University
Rakop Taveesuksiri,A5093041975,1,1,Thammasat University
Suttapa Kittiudomtham,A5093048605,1,0,Thammasat University
Chanikarn Chankasem,A5093053867,1,3,Thammasat University
Pusit Lertwattanarak,A5093053868,1,3,Thammasat University
Nipitpon Janampansang,A5093054369,1,13,Thammasat University
Salida Chuphong,A5093054370,1,13,Thammasat University
Chanathip Chevachotivut,A5093054371,1,13,Thammasat University
Saithan Inprasit,A5093055295,1,0,Thammasat University
N. Khoduangklang,A5093062905,1,2,Thammasat University
Napassorn Suwanprateep,A5093064342,1,0,Thammasat University
Harit Chaiwerawattana,A5093064343,1,0,Thammasat University
Narisara SAECHIN,A5093075469,1,3,Thammasat University
Sumitra SRIPHO,A5093075470,1,3,Thammasat University
ติณณภพจ์ สินสมบูรณ์ทอง,A5093089628,1,0,Thammasat University
Saranporn Phosi,A5093090728,1,0,Thammasat University
Areerut Magmee,A5093108986,1,5,Thammasat University
Thananya Cholprecha,A5093112163,1,9,Thammasat University
Metanee Songrin,A5093133438,1,0,Thammasat University
Nanthiya Srikaew,A5093191965,1,1,Thammasat University
Runtikan Pochairach,A5093192230,1,3,Thammasat University
Saitip Sangkamanovet,A5093206612,1,0,Thammasat University
Parivat Thitiarayavich,A5093206613,1,0,Thammasat University
Vichamaporn Vathanakulkachorn,A5093213201,1,3,Thammasat University
Sarun Pichitpreecha,A5093213202,1,3,Thammasat University
Nopparuj Yiamyongchai,A5093213259,1,0,Thammasat University
Phuri Nittiwat,A5093213260,1,0,Thammasat University
Piyawong Punjatewakupt,A5093230022,1,0,Thammasat University
Panthakij Paulguy,A5093238018,1,0,Thammasat University
Siamrut Em-O,A5093238019,1,0,Thammasat University
Jatuphon Wangsong,A5093249869,1,0,Thammasat University
Siranut Sununtharod,A5093253982,1,1,Thammasat University
Pawaluk Suraswadi,A5093254107,1,1,Thammasat University
Sutthichai Visutthichaikij,A5093257709,1,0,Thammasat University
Kriengkrai Watanasawad,A5093263034,1,1,Thammasat University
Mongkolchai Chaiyo,A5093272814,1,0,Thammasat University
Nanmanat Varisthanist,A5093272815,1,0,Thammasat University
Thanapat Tardtong,A5093272816,1,0,Thammasat University
Kittitach Jadee,A5093272817,1,0,Thammasat University
Kritchanon Suanjan,A5093273545,1,1,Thammasat University
Nichamon Mukkasombat,A5093295753,1,12,Thammasat University
Krittapong Deshsorna,A5093314047,1,0,Thammasat University
Praphan Klompon,A5093314654,1,2,Thammasat University
Niracha Kumsong,A5093315479,1,7,Thammasat University
Tuadpong Thangthong,A5093318383,1,1,Thammasat University
Chonnikarn Parnthong,A5093320816,1,0,Thammasat University
Tapanat Paiboonsin,A5093321433,1,0,Thammasat University
Tunchanok Boonkawee,A5093346193,1,5,Thammasat University
Phansaporn Pipatsart,A5093346194,1,5,Thammasat University
Preyaphorn Songsorn,A5093346197,1,5,Thammasat University
Narisa Yongsapanan,A5093361619,1,8,Thammasat University
Mayuree Aiemthaisong,A5093391268,1,6,Thammasat University
Sutthida Patimakornpong,A5093411891,1,0,Thammasat University
Prerapong Ramunudom,A5093411892,1,0,Thammasat University
Sorawid Juntachat,A5093416087,1,2,Thammasat University
Ratthapoom Rangubtook,A5093416091,1,1,Thammasat University
Thapanan Plubplai,A5093416092,1,1,Thammasat University
Chanakan Sukmongkolwongs,A5093431165,1,1,Thammasat University
Pornutcha Sawasiticher,A5093431166,1,1,Thammasat University
Siriwas Suptawornkul,A5093472197,1,7,Thammasat University
Nuttanita Malakul Na Ayutthaya,A5093481302,1,8,Thammasat University
Thanakit Teawpongpan,A5093486326,1,1,Thammasat University
Sudaluk Sungkorn,A5093526954,1,0,Thammasat University
Ned Sureechainirun,A5093529428,1,0,Thammasat University
Seng Nu Pan Kumgyi,A5093529691,1,2,Thammasat University
Tip-Aroon Kiawkaew,A5093529704,1,2,Thammasat University
Thanaphat Khemniwat,A5093529897,1,1,Thammasat University
Piyawan Kanan,A5093536739,1,3,Thammasat University
Nithipat Makumpon,A5093538074,1,1,Thammasat University
Chanatip Srirattanatapee,A5093538075,1,1,Thammasat University
Jintana Kumpa,A5093542077,1,0,Thammasat University
Sahatsawat Mahattanavuttakorn,A5093580197,1,2,Thammasat University
Keyyapat Tiputhai,A5093580198,1,2,Thammasat University
Nutchaphol Putsa,A5093580200,1,2,Thammasat University
Krittanut Chungnoi,A5093585941,1,0,Thammasat University
Natthawadee Temeeyakul,A5093602794,1,1,Thammasat University
Pawin Sirisali,A5093602795,1,1,Thammasat University
Nopparat Khongbunya,A5093602854,1,7,Thammasat University
Krittiya Namvijit,A5093602855,1,7,Thammasat University
Akrar Min,A5093621243,1,1,Thammasat University
Patnaree Wongmanit,A5093637558,1,3,Thammasat University
Senatanit Arttamart,A5093638051,1,3,Thammasat University
Yutthana Boonpalit,A5093664221,1,2,Thammasat University
Kath Khangpiboon,A5093666576,1,2,Thammasat University
Panrat Nimtaluong,A5093666577,1,2,Thammasat University
Wallop THONGON,A5093707132,1,0,Thammasat University
Ratchaneekon Nambuddee,A5093708620,1,4,Thammasat University
Boonyavee Nakseno,A5093715430,1,10,Thammasat University
Nippich Yimporntana,A5093719469,1,0,Thammasat University
Peeravich Sinta,A5093719491,1,0,Thammasat University
Kanyarat Prai-anun,A5093735938,1,4,Thammasat University
Yaowaluk Jaroenrungsup,A5093757774,1,5,Thammasat University
Amita Mekarunothai,A5093766952,1,3,Thammasat University
Tanawat Lohityothin,A5093772494,1,0,Thammasat University
Yupadee Phethai,A5093778868,1,0,Thammasat University
Tita Jongsomjit,A5093816069,1,0,Thammasat University
Sirinee Kruthasoot,A5093821062,1,6,Thammasat University
Tawan Kongton,A5093821063,1,6,Thammasat University
Jaruwat Hanroongsri,A5093849392,1,2,Thammasat University
Naruporn Jirawanichakun,A5093868056,1,11,Thammasat University
Atcharaporn Botalo,A5093871294,1,38,Thammasat University
Abdullah Jonvisait,A5093899248,1,2,Thammasat University
Kulanid Phimsing,A5093930225,1,7,Thammasat University
Sirintra Chanhom,A5093930226,1,7,Thammasat University
Jaturong Madua,A5093932881,1,7,Thammasat University
Wacharakorn Maneechote,A5093944240,1,3,Thammasat University
Nattawoot Saokaew,A5093949450,1,0,Thammasat University
Natthinee Charatcharonwitthaya,A5093956189,1,1,Thammasat University
Sunudtha Suksamai,A5093958552,1,0,Thammasat University
Bhumkiti Thamniap,A5093959648,1,8,Thammasat University
Komkrit Suttichan,A5093985965,1,1,Thammasat University Hospital
Autchariya Saengwijit,A5093993367,1,0,Thammasat University
Pitchalai Khwansakool,A5093999740,1,4,Thammasat University
Ben Klawson,A5094009527,1,1,Washington University in St. Louis
Kanpisut Pongtongkam,A5094022307,1,0,Thammasat University
Kawin Yamtuan,A5094025221,1,2,Thammasat University
Trirat Radomngam,A5094025222,1,2,Thammasat University
Teeraphan Suppakomonnun,A5094031349,1,0,Thammasat University
Neeranara Pandae,A5094033655,1,6,Thammasat University
Weerada Krangkrathok,A5094033656,1,6,Thammasat University
Pakwan Varapongsittikul,A5094038345,1,0,Chulalongkorn University
Chalermkwan Phuvoravan,A5094039178,1,0,Thammasat University
Chalermkwan Phuvoravan,A5094039244,1,0,Thammasat University
Nassareen Ahamadjula,A5094052373,1,1,Thammasat University
Panida Paenmao,A5094055945,1,6,Thammasat University
Manassawin Insit,A5094055946,1,6,Thammasat University
Supalux Srithanya,A5094063195,1,0,Thammasat University
Nontiyan Homkham,A5094070026,1,0,Thammasat University
Supichaya Roddee,A5094100721,1,5,Thammasat University
Panatda Tochaiyaphum,A5094100722,1,5,Thammasat University
Tinnapat Onjaipurn,A5094105193,1,22,Thammasat University
Nawin Vannavach,A5094115312,1,0,Thammasat University
Karsten Lorek,A5094122398,1,0,Thammasat University
Nantana Ronakiat,A5094122530,1,0,Liberal Arts University
Pailin Pinsum-ang,A5094122544,1,0,Thammasat University
Supavit Thavaraputta,A5094122863,1,0,Nanyang Technological University
PORNTHIP CHOMPOOK,A5094156038,1,5,Thammasat University
ARROON KETSAKORN,A5094156039,1,5,Thammasat University
Rateeya Santimalai,A5094156767,1,1,Thammasat University
Peerakan Nitilap,A5094181535,1,2,Thammasat University
Nopparat Puplab,A5094181536,1,2,Thammasat University
Kessinee Kaewsashan,A5094181942,1,0,Thammasat University
Thummachart Sunksuwan,A5094189071,1,1,Thammasat University
Thidarat Yukoet,A5094189072,1,1,Thammasat University
Rattanakorn Sadakorn,A5094189073,1,1,Thammasat University
Thannawat Wongwatanakul,A5094189074,1,1,Thammasat University
Rattanaporn Fakon,A5094189075,1,1,Thammasat University
Panasya Rassuree,A5094191734,1,0,Thammasat University
K Kangwantat,A5094202354,1,0,Thammasat University
S Theeramonkong,A5094202355,1,0,Thammasat University
S Kaniknun,A5094202356,1,0,Thammasat University
N Kunathikom,A5094202357,1,0,Thammasat University
Nattamon Trirattanaporn,A5094233701,1,1,Thammasat University
Adisak Waiketkarn,A5094275182,1,2,Thammasat University
Peerapon Singka,A5094304604,1,1,Thammasat University
Natthaphat Nakthap,A5094304605,1,1,Thammasat University
Kittipat Kitsawad,A5094337039,1,0,Thammasat University
Phisutwat Kalpiyapun,A5094353389,1,1,Thammasat University
Liang Qianli,A5094368389,1,1,Thammasat University
Halla Hall,A5094513924,1,0,Northeastern University
Yanisa Bhisitcharoent,A5094575989,1,0,Thammasat University
Seelassaya LEELAPONGLIT,A5094579968,1,8,Thammasat University
Pantaree TIANSUWAN,A5094579970,1,8,Thammasat University
Nidkamon PISETHSALASAI,A5094579971,1,8,Thammasat University
Thailand Sridon,A5094616276,1,2,Thammasat University
Honey Aung,A5094621133,1,0,Thammasat University
Ye Htun,A5094621134,1,0,Thammasat University
Van-Vinh Nguyenu,A5094621135,1,0,National Electronics and Computer Technology Center
Kitichai Janaphan,A5094622998,1,0,Thammasat University
Yoshihiro Bui,A5094624946,1,0,"Vietnam National University, Hanoi"
Kiyota Racharak,A5094624947,1,0,Japan Advanced Institute of Science and Technology
Hajdu Barátné,A5094659138,1,0,Thammasat University
Sándor Megyei,A5094659139,1,0,Eötvös Loránd University
Városi Könyvtár,A5094659140,1,0,Sukhothai Thammathirat Open University
János Tolna Megyei Illyés,A5094659141,1,0,Eötvös Loránd University
Gyula Könyvtár,A5094659142,1,0,Sukhothai Thammathirat Open University
Tudásközpont -A Tolna,A5094659143,1,0,Thammasat University
Illyés Gyula,A5094659144,1,0,Sukhothai Thammathirat Open University
Barátné Hajdu,A5094659145,1,0,Eötvös Loránd University
Ágnes Elte,A5094659146,1,0,Sukhothai Thammathirat Open University
Btk Kiti,A5094659147,1,0,Sukhothai Thammathirat Open University
Kar Építészettörténeti,A5094659148,1,0,Sukhothai Thammathirat Open University
Könyvtártudományi Tanszék,A5094659149,1,0,Sukhothai Thammathirat Open University
Műemléki Tan- Szék,A5094659151,1,0,Thammasat University
Építészmérnöki Bme,A5094659152,1,0,Thammasat University
Karácsony Tanszék,A5094659153,1,0,Sukhothai Thammathirat Open University
Iroda Építész,A5094659154,1,0,Eötvös Loránd University
Pasakorn Intoo-Marn C,A5094692635,1,0,Thammasat University
Yong-Bing Chinensis,A5094885567,1,2,Thammasat University
Manthana Cherdpongtalit,A5095043966,1,5,Thammasat University
Sirinyaporn Jiraporn,A5095070135,1,0,Thammasat University
A Arteche López,A5095078910,1,1,Hospital Universitario Virgen del Rocío
Asst Jutturit Thongpron,A5095302005,1,0,Thammasat University
Adaobi Enyekwe,A5095308496,1,0,Asian Institute of Technology
Norma Sakti,A5095319223,1,0,Sebelas Maret University
Yanisa Bhishitcharoentat,A5095328668,1,0,Thammasat University
Bussaraporn Thanasilungkoon,A5095375820,1,1,Thammasat University
M Sánchez Calvín,A5095446429,1,1,Hospital Universitario 12 De Octubre
M Martín Casanueva,A5095446430,1,1,Hospital Universitario 12 De Octubre
J Amghar,A5095446431,1,1,St. Paul's Hospital Millennium Medical College
C Corominas,A5095446432,1,1,Addis Ababa University
Yohei Iwanaga,A5095450784,1,0,La Salle University
Andy Weixin,A5095450785,1,0,Kyushu Sangyo University
Weixin Shengjiao,A5095450786,1,0,Kyushu Sangyo University
Iain Cowie,A5095450787,1,0,Tottori University
Shengjiao College,A5095450788,1,0,Achva Academic College
Ratsikan Parachat,A5095459791,1,0,Thammasat University
